Artists,Name,Weekly.rank,Peak.position,Weeks.on.chart,Week,Date,Genre,Features
J. Cole,Wet Dreamz,89,61.0,20.0,2015-09-04,"December 9, 2014","Producer,Rap",nan
Cole Swindell,Let Me See Ya Girl,90,90.0,3.0,2015-09-04,"February 18, 2014",Country,nan
Brantley Gilbert,One Hell Of An Amen,91,44.0,17.0,2015-09-04,"May 19, 2014","Country,Rock",nan
Big Sean,One Man Can Change The World,92,92.0,7.0,2015-09-04,"February 17, 2015",Rap,"Kanye West, John Legend"
Jason Aldean,Tonight Looks Good On You,93,46.0,18.0,2015-09-04,"March 23, 2015","Country,Rock",nan
Kendrick Lamar,Alright,94,82.0,9.0,2015-09-04,"March 15, 2015","Hip-Hop,Pop,Politics,Screen,Producer,Post-Bop,Christian,Conscious Hip-Hop,Trap,West Coast,Rap",nan
Dan + Shay,Nothin' Like You,95,95.0,2.0,2015-09-04,"February 23, 2015",Country,nan
Pitbull,Fun,96,40.0,15.0,2015-09-04,"April 21, 2015","Rap,R&;B",Chris Brown
The Game,100,98,90.0,3.0,2015-09-04,"June 25, 2015","Trap,Canada,West Coast,Rap",Drake
DJ Khaled,How Many Times,99,68.0,15.0,2015-09-04,"May 12, 2015","R&;B,Rap","Chris Brown, Lil Wayne, Big Sean"
The Weeknd,Can't Feel My Face,2,1.0,10.0,2015-08-28,"June 8, 2015","Indie Pop,Soul Pop,Alternative R&;B,Nu Disco,Funk,Canada,Pop,R&;B",nan
Silento,Watch Me,3,3.0,25.0,2015-08-28,"April 27, 2015","Pop,Rap",nan
The Weeknd,The Hills,5,5.0,12.0,2015-08-28,"May 27, 2015","Trap,Alternative R&;B,Canada,Pop,R&;B",nan
Rachel Platten,Fight Song,6,6.0,18.0,2015-08-28,"February 19, 2015","Power Pop,Pop",nan
Fetty Wap,Trap Queen,7,2.0,30.0,2015-08-28,"March 8, 2014","Hip-Hop,Memes,R&;B,Rap,Trap",nan
Fetty Wap,My Way,8,7.0,6.0,2015-08-28,"November 1, 2014","Hip-Hop,Memes,R&;B,Trap,Rap",Monty
Taylor Swift,Bad Blood,9,1.0,16.0,2015-08-28,"May 17, 2015","Electro-Hop,Electro-Pop,Rap,Pop",Kendrick Lamar
Selena Gomez,Good For You,10,9.0,8.0,2015-08-28,"June 22, 2015","Rap,Pop",A$AP Rocky
Wiz Khalifa,See You Again,11,1.0,23.0,2015-08-28,"March 9, 2015","Hip-Hop,Piano,Pop,Memorial,Soundtrack,Rap",Charlie Puth
Fetty Wap,679,13,13.0,7.0,2015-08-28,"June 29, 2015","R&;B,Trap,Rap",Remy Boyz
WALK THE MOON,Shut Up And Dance,14,4.0,40.0,2015-08-28,"December 2, 2014","Adult Contemporary,Pop-Rock,Adult Alternative,Electro-Pop,Alternative,Indie Pop,Indie Rock,Pop,Alternative Pop,Alternative Rock,Rock",nan
Ed Sheeran,Photograph,15,15.0,14.0,2015-08-28,"June 23, 2014","Acoustic,Folk,UK,Pop",nan
Demi Lovato,Cool For The Summer,16,16.0,7.0,2015-08-28,"July 1, 2015",Pop,nan
Fifth Harmony,Worth It,18,12.0,26.0,2015-08-28,"January 30, 2015","R&;B,Dance-Pop,Soundtrack,Girl Group,Rap,Pop",Kid Ink
Andy Grammer,"Honey, I'm Good.",19,9.0,25.0,2015-08-28,"August 5, 2014","Rock,Pop",nan
Jason Derulo,Want To Want Me,20,5.0,23.0,2015-08-28,"March 9, 2015","Pop,R&;B",nan
Omarion,Post To Be,21,13.0,32.0,2015-08-28,"November 11, 2014","DMV,West Coast,Rap,Memes,R&;B","Chris Brown, Jhene Aiko"
David Guetta,Hey Mama,22,8.0,21.0,2015-08-28,"March 16, 2015","Pop,Electronic Trap,Electronic,Rap","Nicki Minaj, Bebe Rexha, Afrojack"
Jidenna,Classic Man,23,23.0,15.0,2015-08-28,"February 3, 2015",R&;B,Roman GianArthur
Fall Out Boy,Uma Thurman,24,24.0,19.0,2015-08-28,"January 12, 2015","Electronic Rock,Electro-Pop,Electronic,Punk Rock,Alternative Pop,Alternative,Alternative Rock,Pop-Rock,Pop-Punk,Pop,Rock",nan
R. City,Locked Away,25,25.0,4.0,2015-08-28,"June 29, 2015","Dancehall,Reggae,R&;B,Rap,Pop",Adam Levine
One Direction,Drag Me Down,26,3.0,2.0,2015-08-28,"July 31, 2015","Rock,Pop-Rock,Boy Band,UK,Pop",nan
Maroon 5,Sugar,27,2.0,31.0,2015-08-28,"January 13, 2015","Adult Alternative,Adult Contemporary,Pop-Rock,Rock,Pop",nan
Sam Hunt,House Party,28,28.0,11.0,2015-08-28,"October 27, 2014",Country,nan
Rich Homie Quan,Flex,29,26.0,17.0,2015-08-28,"February 9, 2015",Rap,nan
Charlie Puth,Marvin Gaye,30,28.0,9.0,2015-08-28,"February 10, 2015",Pop,Meghan Trainor
Ed Sheeran,Thinking Out Loud,31,2.0,45.0,2015-08-28,"June 23, 2014","Soul,UK,Pop",nan
Drake,Back To Back,32,21.0,2.0,2015-08-28,"July 29, 2015","Canada,Producer,Trap,Beef,Rap",nan
Shawn Mendes,Stitches,35,35.0,12.0,2015-08-28,"March 15, 2015",Pop,nan
Luke Bryan,Kick The Dust Up,37,26.0,13.0,2015-08-28,"May 19, 2015",Country,nan
Ellie Goulding,Love Me Like You Do,38,3.0,32.0,2015-08-28,"January 7, 2015","UK,Soundtrack,Screen,Pop",nan
Thomas Rhett,Crash And Burn,39,39.0,14.0,2015-08-28,"September 25, 2015","Pop,Country",nan
Zac Brown Band,Loving You Easy,40,40.0,12.0,2015-08-28,"May 4, 2015",Country,nan
5 Seconds Of Summer,She's Kinda Hot,41,22.0,4.0,2015-08-28,"July 17, 2015","Australia,Pop-Rock,Pop,Punk Rock,Rock",nan
Meek Mill,All Eyes On You,42,21.0,8.0,2015-08-28,"June 26, 2015","DMV,R&;B,Rap","Chris Brown, Nicki Minaj"
"DJ Snake, AlunaGeorge",You Know You Like It,43,13.0,21.0,2015-08-28,"December 8, 2014","French Pop,France,Electro House,Electronic Pop,Electro,Electro-Pop,Trap,Electronic,Remix,House,Pop",nan
Tove Lo,Talking Body,44,12.0,29.0,2015-08-28,"January 13, 2015","Electro-Pop,Synth-Pop,Pop",nan
X Ambassadors,Renegades,45,45.0,18.0,2015-08-28,"March 3, 2015","Pop,Adult Contemporary,Adult Alternative,Alternative Rock,Pop-Rock,Indie Rock,Rock",nan
T,Nasty Freestyle,46,9.0,18.0,2015-08-28,"February 28, 2015","Memes,Rap",nan
Chris Janson,Buy Me A Boat,47,47.0,12.0,2015-08-28,"October 30, 2015",Country,nan
"Dove Cameron, Cameron Boyce, Booboo Stewart, Sofia Carson",Rotten To The Core,48,38.0,2.0,2015-08-28,"July 31, 2015","Disney,Screen,Pop",nan
Keith Urban,"John Cougar, John Deere, John 3:16",49,49.0,10.0,2015-08-28,"June 9, 2015",Country,nan
Flo Rida,"I Don't Like It, I Love It",50,46.0,8.0,2015-08-28,"March 31, 2015","Pop,Rap","Robin Thicke, Verdine White"
Jeremih,Planez,52,52.0,12.0,2015-08-28,"January 27, 2015","R&;B,Rap",J. Cole
Eric Church,Like A Wrecking Ball,53,51.0,21.0,2015-08-28,"March 9, 2015",Country,nan
Rae Sremmurd,This Could Be Us,54,52.0,10.0,2015-08-28,"April 21, 2015",Rap,nan
Dustin Lynch,Hell Of A Night,56,56.0,11.0,2015-08-28,"November 3, 2014",Country,nan
Drake,Hotline Bling,57,57.0,2.0,2015-08-28,"July 25, 2015","Hip-Hop,Rap,Producer,Pop,R&;B,Memes,Canada",nan
Michael Ray,Kiss You In The Morning,58,55.0,12.0,2015-08-28,"August 7, 2015",Country,nan
Kid Ink,Be Real,59,43.0,18.0,2015-08-28,"March 31, 2015",Rap,DeJ Loaf
"Calvin Harris, Disciples",How Deep Is Your Love,60,60.0,4.0,2015-08-28,"July 17, 2015","Deep House,Electronic,UK,Pop",nan
Brett Eldredge,Lose My Mind,61,59.0,10.0,2015-08-28,"May 4, 2015",Country,nan
Meghan Trainor,Like I'm Gonna Lose You,62,62.0,6.0,2015-08-28,"January 9, 2015",Pop,John Legend
Luke Bryan,Strip It Down,63,63.0,2.0,2015-08-28,"July 17, 2015",Country,nan
Tori Kelly,Should've Been Us,64,64.0,5.0,2015-08-28,"June 2, 2015","Pop,R&;B",nan
Cam,Burning House,65,65.0,5.0,2015-08-28,"March 31, 2015",Country,nan
Jason Derulo,Cheyenne,66,66.0,3.0,2015-08-28,"June 30, 2015","R&;B,Pop",nan
"Maddie, Tae",Fly,67,67.0,5.0,2015-08-28,"June 2, 2015",Country,nan
Meek Mill,R.I.C.O.,68,40.0,7.0,2015-08-28,"June 29, 2015","Gangsta Rap,Beef,Trap,Canada,East Coast,Rap",Drake
Kenny Chesney,Save It For A Rainy Day,69,69.0,4.0,2015-08-28,"September 23, 2014",Country,nan
Zedd,Beautiful Now,70,70.0,10.0,2015-08-28,"May 14, 2015","House,Electronic,Pop",Jon Bellion
Elle King,Ex's & Oh's,71,68.0,6.0,2015-08-28,"September 23, 2014","Adult Contemporary,Adult Alternative,Blues Rock,Alternative Country,Alternative Rock,Pop-Rock,Rock,Pop",nan
"Nicky Jam, Enrique Iglesias",El Perdon,73,66.0,21.0,2015-08-28,"February 6, 2015","Latin Music,Latin Pop,En Espa\xc3\xb1ol,Reggaeton,Rap",nan
Pitbull,Fun,74,40.0,14.0,2015-08-28,"April 21, 2015","Rap,R&;B",Chris Brown
Adam Lambert,Ghost Town,75,67.0,9.0,2015-08-28,"April 21, 2015","House,Pop-Rock,Glam Rock,Rock,Electronic,Pop",nan
Brantley Gilbert,One Hell Of An Amen,76,44.0,16.0,2015-08-28,"May 19, 2014","Country,Rock",nan
Florida Georgia Line,Anything Goes,77,76.0,5.0,2015-08-28,"June 15, 2015",Country,nan
Pia Mia,Do It Again,78,71.0,7.0,2015-08-28,"May 4, 2015","Pop,R&;B,Rap","Chris Brown, Tyga"
Jason Aldean,Tonight Looks Good On You,79,46.0,17.0,2015-08-28,"March 23, 2015","Country,Rock",nan
Old Dominion,Break Up With Him,80,80.0,6.0,2015-08-28,"January 1, 2015",Country,nan
K Camp,Comfortable,82,82.0,2.0,2015-08-28,"June 9, 2015",Rap,nan
Nicki Minaj,The Night Is Still Young,83,31.0,15.0,2015-08-28,"April 12, 2015","Pop,Rap",nan
Jake Owen,Real Life,84,74.0,8.0,2015-08-28,"May 26, 2015",Country,nan
Alessia Cara,Here,85,85.0,2.0,2015-08-28,"April 27, 2015","Producer,Pop,R&;B",nan
J. Cole,Wet Dreamz,86,61.0,19.0,2015-08-28,"December 9, 2014","Producer,Rap",nan
Future,Where Ya At,87,68.0,4.0,2015-08-28,"July 17, 2015","Atlanta,Trap,Rap",Drake
Disclosure,Omen,88,64.0,2.0,2015-08-28,"July 27, 2015","UK,Electronic,Pop",Sam Smith
Kendrick Lamar,Alright,89,82.0,8.0,2015-08-28,"March 15, 2015","Hip-Hop,Pop,Politics,Screen,Producer,Post-Bop,Christian,Conscious Hip-Hop,Trap,West Coast,Rap",nan
The Game,100,90,90.0,2.0,2015-08-28,"June 25, 2015","Trap,Canada,West Coast,Rap",Drake
DJ Khaled,How Many Times,91,68.0,14.0,2015-08-28,"May 12, 2015","R&;B,Rap","Chris Brown, Lil Wayne, Big Sean"
Big Sean,One Man Can Change The World,92,92.0,6.0,2015-08-28,"February 17, 2015",Rap,"Kanye West, John Legend"
Cole Swindell,Let Me See Ya Girl,93,93.0,2.0,2015-08-28,"February 18, 2014",Country,nan
Dove Cameron,If Only,94,94.0,2.0,2015-08-28,"July 31, 2015","Screen,Pop",nan
Future,Commas,95,55.0,20.0,2015-08-28,"March 2, 2014","Atlanta,Producer,Trap,Rap",nan
The Weeknd,Can't Feel My Face,1,1.0,9.0,2015-08-21,"June 8, 2015","Indie Pop,Soul Pop,Alternative R&;B,Nu Disco,Funk,Canada,Pop,R&;B",nan
Silento,Watch Me,4,3.0,24.0,2015-08-21,"April 27, 2015","Pop,Rap",nan
Taylor Swift,Bad Blood,6,1.0,15.0,2015-08-21,"May 17, 2015","Electro-Hop,Electro-Pop,Rap,Pop",Kendrick Lamar
Rachel Platten,Fight Song,7,7.0,17.0,2015-08-21,"February 19, 2015","Power Pop,Pop",nan
Wiz Khalifa,See You Again,8,1.0,22.0,2015-08-21,"March 9, 2015","Hip-Hop,Piano,Pop,Memorial,Soundtrack,Rap",Charlie Puth
Fetty Wap,Trap Queen,9,2.0,29.0,2015-08-21,"March 8, 2014","Hip-Hop,Memes,R&;B,Rap,Trap",nan
Fetty Wap,My Way,10,7.0,5.0,2015-08-21,"November 1, 2014","Hip-Hop,Memes,R&;B,Trap,Rap",Monty
The Weeknd,The Hills,11,10.0,11.0,2015-08-21,"May 27, 2015","Trap,Alternative R&;B,Canada,Pop,R&;B",nan
Selena Gomez,Good For You,13,9.0,7.0,2015-08-21,"June 22, 2015","Rap,Pop",A$AP Rocky
WALK THE MOON,Shut Up And Dance,14,4.0,39.0,2015-08-21,"December 2, 2014","Adult Contemporary,Pop-Rock,Adult Alternative,Electro-Pop,Alternative,Indie Pop,Indie Rock,Pop,Alternative Pop,Alternative Rock,Rock",nan
Fifth Harmony,Worth It,15,12.0,25.0,2015-08-21,"January 30, 2015","R&;B,Dance-Pop,Soundtrack,Girl Group,Rap,Pop",Kid Ink
Fetty Wap,679,17,16.0,6.0,2015-08-21,"June 29, 2015","R&;B,Trap,Rap",Remy Boyz
Andy Grammer,"Honey, I'm Good.",18,9.0,24.0,2015-08-21,"August 5, 2014","Rock,Pop",nan
Ed Sheeran,Photograph,19,19.0,13.0,2015-08-21,"June 23, 2014","Acoustic,Folk,UK,Pop",nan
Demi Lovato,Cool For The Summer,20,19.0,6.0,2015-08-21,"July 1, 2015",Pop,nan
David Guetta,Hey Mama,22,8.0,20.0,2015-08-21,"March 16, 2015","Pop,Electronic Trap,Electronic,Rap","Nicki Minaj, Bebe Rexha, Afrojack"
Omarion,Post To Be,23,13.0,31.0,2015-08-21,"November 11, 2014","DMV,West Coast,Rap,Memes,R&;B","Chris Brown, Jhene Aiko"
Jidenna,Classic Man,24,24.0,14.0,2015-08-21,"February 3, 2015",R&;B,Roman GianArthur
Jason Derulo,Want To Want Me,25,5.0,22.0,2015-08-21,"March 9, 2015","Pop,R&;B",nan
Fall Out Boy,Uma Thurman,26,26.0,18.0,2015-08-21,"January 12, 2015","Electronic Rock,Electro-Pop,Electronic,Punk Rock,Alternative Pop,Alternative,Alternative Rock,Pop-Rock,Pop-Punk,Pop,Rock",nan
Maroon 5,Sugar,27,2.0,30.0,2015-08-21,"January 13, 2015","Adult Alternative,Adult Contemporary,Pop-Rock,Rock,Pop",nan
Charlie Puth,Marvin Gaye,28,28.0,8.0,2015-08-21,"February 10, 2015",Pop,Meghan Trainor
Rich Homie Quan,Flex,29,26.0,16.0,2015-08-21,"February 9, 2015",Rap,nan
Ed Sheeran,Thinking Out Loud,30,2.0,44.0,2015-08-21,"June 23, 2014","Soul,UK,Pop",nan
Sam Hunt,House Party,31,31.0,10.0,2015-08-21,"October 27, 2014",Country,nan
5 Seconds Of Summer,She's Kinda Hot,34,22.0,3.0,2015-08-21,"July 17, 2015","Australia,Pop-Rock,Pop,Punk Rock,Rock",nan
R. City,Locked Away,35,35.0,3.0,2015-08-21,"June 29, 2015","Dancehall,Reggae,R&;B,Rap,Pop",Adam Levine
Ellie Goulding,Love Me Like You Do,36,3.0,31.0,2015-08-21,"January 7, 2015","UK,Soundtrack,Screen,Pop",nan
Luke Bryan,Kick The Dust Up,37,26.0,12.0,2015-08-21,"May 19, 2015",Country,nan
Tove Lo,Talking Body,39,12.0,28.0,2015-08-21,"January 13, 2015","Electro-Pop,Synth-Pop,Pop",nan
"DJ Snake, AlunaGeorge",You Know You Like It,40,13.0,20.0,2015-08-21,"December 8, 2014","French Pop,France,Electro House,Electronic Pop,Electro,Electro-Pop,Trap,Electronic,Remix,House,Pop",nan
Thomas Rhett,Crash And Burn,41,41.0,13.0,2015-08-21,"September 25, 2015","Pop,Country",nan
Shawn Mendes,Stitches,42,41.0,11.0,2015-08-21,"March 15, 2015",Pop,nan
Meek Mill,All Eyes On You,43,21.0,7.0,2015-08-21,"June 26, 2015","DMV,R&;B,Rap","Chris Brown, Nicki Minaj"
Zac Brown Band,Loving You Easy,44,44.0,11.0,2015-08-21,"May 4, 2015",Country,nan
Sam Hunt,Take Your Time,45,20.0,32.0,2015-08-21,"October 27, 2014",Country,nan
T,Nasty Freestyle,46,9.0,17.0,2015-08-21,"February 28, 2015","Memes,Rap",nan
Flo Rida,"I Don't Like It, I Love It",47,46.0,7.0,2015-08-21,"March 31, 2015","Pop,Rap","Robin Thicke, Verdine White"
Chris Janson,Buy Me A Boat,48,48.0,11.0,2015-08-21,"October 30, 2015",Country,nan
Trey Songz,Slow Motion,49,26.0,26.0,2015-08-21,"January 20, 2015",R&;B,nan
Keith Urban,"John Cougar, John Deere, John 3:16",50,50.0,9.0,2015-08-21,"June 9, 2015",Country,nan
Eric Church,Like A Wrecking Ball,51,51.0,20.0,2015-08-21,"March 9, 2015",Country,nan
Rae Sremmurd,This Could Be Us,52,52.0,9.0,2015-08-21,"April 21, 2015",Rap,nan
X Ambassadors,Renegades,53,47.0,17.0,2015-08-21,"March 3, 2015","Pop,Adult Contemporary,Adult Alternative,Alternative Rock,Pop-Rock,Indie Rock,Rock",nan
Jeremih,Planez,54,54.0,11.0,2015-08-21,"January 27, 2015","R&;B,Rap",J. Cole
Kid Ink,Be Real,55,43.0,17.0,2015-08-21,"March 31, 2015",Rap,DeJ Loaf
Michael Ray,Kiss You In The Morning,56,55.0,11.0,2015-08-21,"August 7, 2015",Country,nan
Meek Mill,R.I.C.O.,57,40.0,6.0,2015-08-21,"June 29, 2015","Gangsta Rap,Beef,Trap,Canada,East Coast,Rap",Drake
Brett Eldredge,Lose My Mind,59,59.0,9.0,2015-08-21,"May 4, 2015",Country,nan
Brantley Gilbert,One Hell Of An Amen,60,44.0,15.0,2015-08-21,"May 19, 2014","Country,Rock",nan
Dustin Lynch,Hell Of A Night,61,61.0,10.0,2015-08-21,"November 3, 2014",Country,nan
Jason Aldean,Tonight Looks Good On You,62,46.0,16.0,2015-08-21,"March 23, 2015","Country,Rock",nan
Pitbull,Fun,63,40.0,13.0,2015-08-21,"April 21, 2015","Rap,R&;B",Chris Brown
Meghan Trainor,Like I'm Gonna Lose You,65,65.0,5.0,2015-08-21,"January 9, 2015",Pop,John Legend
Tori Kelly,Should've Been Us,67,67.0,4.0,2015-08-21,"June 2, 2015","Pop,R&;B",nan
Elle King,Ex's & Oh's,68,68.0,5.0,2015-08-21,"September 23, 2014","Adult Contemporary,Adult Alternative,Blues Rock,Alternative Country,Alternative Rock,Pop-Rock,Rock,Pop",nan
"Calvin Harris, Disciples",How Deep Is Your Love,69,60.0,3.0,2015-08-21,"July 17, 2015","Deep House,Electronic,UK,Pop",nan
Pia Mia,Do It Again,71,71.0,6.0,2015-08-21,"May 4, 2015","Pop,R&;B,Rap","Chris Brown, Tyga"
Adam Lambert,Ghost Town,72,67.0,8.0,2015-08-21,"April 21, 2015","House,Pop-Rock,Glam Rock,Rock,Electronic,Pop",nan
Nicki Minaj,The Night Is Still Young,73,31.0,14.0,2015-08-21,"April 12, 2015","Pop,Rap",nan
Zedd,Beautiful Now,74,74.0,9.0,2015-08-21,"May 14, 2015","House,Electronic,Pop",Jon Bellion
"Nicky Jam, Enrique Iglesias",El Perdon,75,66.0,20.0,2015-08-21,"February 6, 2015","Latin Music,Latin Pop,En Espa\xc3\xb1ol,Reggaeton,Rap",nan
Cam,Burning House,76,76.0,4.0,2015-08-21,"March 31, 2015",Country,nan
"Maddie, Tae",Fly,77,77.0,4.0,2015-08-21,"June 2, 2015",Country,nan
Kenny Chesney,Save It For A Rainy Day,79,79.0,3.0,2015-08-21,"September 23, 2014",Country,nan
Jason Derulo,Cheyenne,80,80.0,2.0,2015-08-21,"June 30, 2015","R&;B,Pop",nan
J. Cole,Wet Dreamz,82,61.0,18.0,2015-08-21,"December 9, 2014","Producer,Rap",nan
Jake Owen,Real Life,83,74.0,7.0,2015-08-21,"May 26, 2015",Country,nan
Old Dominion,Break Up With Him,85,85.0,5.0,2015-08-21,"January 1, 2015",Country,nan
Future,Commas,86,55.0,19.0,2015-08-21,"March 2, 2014","Atlanta,Producer,Trap,Rap",nan
Florida Georgia Line,Anything Goes,87,76.0,4.0,2015-08-21,"June 15, 2015",Country,nan
DJ Khaled,How Many Times,88,68.0,13.0,2015-08-21,"May 12, 2015","R&;B,Rap","Chris Brown, Lil Wayne, Big Sean"
Future,Where Ya At,89,68.0,3.0,2015-08-21,"July 17, 2015","Atlanta,Trap,Rap",Drake
Kendrick Lamar,Alright,92,82.0,7.0,2015-08-21,"March 15, 2015","Hip-Hop,Pop,Politics,Screen,Producer,Post-Bop,Christian,Conscious Hip-Hop,Trap,West Coast,Rap",nan
Maroon 5,This Summer's Gonna Hurt...,93,23.0,13.0,2015-08-21,"May 15, 2015","Rock,Pop",nan
Big Sean,One Man Can Change The World,96,96.0,5.0,2015-08-21,"February 17, 2015",Rap,"Kanye West, John Legend"
Brad Paisley,Crushin' It,97,66.0,15.0,2015-08-21,"August 12, 2014",Country,nan
Wale,The Matrimony,98,70.0,19.0,2015-08-21,"March 2, 2015","DMV,R&;B,Rap",Usher
Sage The Gemini,Good Thing,100,75.0,8.0,2015-08-21,"April 4, 2015","Pop,R&;B,Rap",Nick Jonas
The Weeknd,Can't Feel My Face,2,2.0,8.0,2015-08-14,"June 8, 2015","Indie Pop,Soul Pop,Alternative R&;B,Nu Disco,Funk,Canada,Pop,R&;B",nan
Silento,Watch Me,3,3.0,23.0,2015-08-14,"April 27, 2015","Pop,Rap",nan
Taylor Swift,Bad Blood,4,1.0,14.0,2015-08-14,"May 17, 2015","Electro-Hop,Electro-Pop,Rap,Pop",Kendrick Lamar
Wiz Khalifa,See You Again,5,1.0,21.0,2015-08-14,"March 9, 2015","Hip-Hop,Piano,Pop,Memorial,Soundtrack,Rap",Charlie Puth
Fetty Wap,Trap Queen,7,2.0,28.0,2015-08-14,"March 8, 2014","Hip-Hop,Memes,R&;B,Rap,Trap",nan
Fetty Wap,My Way,8,7.0,4.0,2015-08-14,"November 1, 2014","Hip-Hop,Memes,R&;B,Trap,Rap",Monty
Rachel Platten,Fight Song,9,8.0,16.0,2015-08-14,"February 19, 2015","Power Pop,Pop",nan
WALK THE MOON,Shut Up And Dance,10,4.0,38.0,2015-08-14,"December 2, 2014","Adult Contemporary,Pop-Rock,Adult Alternative,Electro-Pop,Alternative,Indie Pop,Indie Rock,Pop,Alternative Pop,Alternative Rock,Rock",nan
The Weeknd,The Hills,11,10.0,10.0,2015-08-14,"May 27, 2015","Trap,Alternative R&;B,Canada,Pop,R&;B",nan
Selena Gomez,Good For You,13,9.0,6.0,2015-08-14,"June 22, 2015","Rap,Pop",A$AP Rocky
Andy Grammer,"Honey, I'm Good.",14,9.0,23.0,2015-08-14,"August 5, 2014","Rock,Pop",nan
Fifth Harmony,Worth It,15,12.0,24.0,2015-08-14,"January 30, 2015","R&;B,Dance-Pop,Soundtrack,Girl Group,Rap,Pop",Kid Ink
Fetty Wap,679,16,16.0,5.0,2015-08-14,"June 29, 2015","R&;B,Trap,Rap",Remy Boyz
David Guetta,Hey Mama,18,8.0,19.0,2015-08-14,"March 16, 2015","Pop,Electronic Trap,Electronic,Rap","Nicki Minaj, Bebe Rexha, Afrojack"
Demi Lovato,Cool For The Summer,19,19.0,5.0,2015-08-14,"July 1, 2015",Pop,nan
Ed Sheeran,Photograph,20,20.0,12.0,2015-08-14,"June 23, 2014","Acoustic,Folk,UK,Pop",nan
Meek Mill,All Eyes On You,21,21.0,6.0,2015-08-14,"June 26, 2015","DMV,R&;B,Rap","Chris Brown, Nicki Minaj"
Omarion,Post To Be,22,13.0,30.0,2015-08-14,"November 11, 2014","DMV,West Coast,Rap,Memes,R&;B","Chris Brown, Jhene Aiko"
Jason Derulo,Want To Want Me,23,5.0,21.0,2015-08-14,"March 9, 2015","Pop,R&;B",nan
Jidenna,Classic Man,24,24.0,13.0,2015-08-14,"February 3, 2015",R&;B,Roman GianArthur
Maroon 5,Sugar,25,2.0,29.0,2015-08-14,"January 13, 2015","Adult Alternative,Adult Contemporary,Pop-Rock,Rock,Pop",nan
Fall Out Boy,Uma Thurman,26,26.0,17.0,2015-08-14,"January 12, 2015","Electronic Rock,Electro-Pop,Electronic,Punk Rock,Alternative Pop,Alternative,Alternative Rock,Pop-Rock,Pop-Punk,Pop,Rock",nan
Rich Homie Quan,Flex,27,26.0,15.0,2015-08-14,"February 9, 2015",Rap,nan
Ed Sheeran,Thinking Out Loud,28,2.0,43.0,2015-08-14,"June 23, 2014","Soul,UK,Pop",nan
Luke Bryan,Kick The Dust Up,29,26.0,11.0,2015-08-14,"May 19, 2015",Country,nan
Sam Hunt,House Party,32,32.0,9.0,2015-08-14,"October 27, 2014",Country,nan
Ellie Goulding,Love Me Like You Do,33,3.0,30.0,2015-08-14,"January 7, 2015","UK,Soundtrack,Screen,Pop",nan
"DJ Snake, AlunaGeorge",You Know You Like It,34,13.0,19.0,2015-08-14,"December 8, 2014","French Pop,France,Electro House,Electronic Pop,Electro,Electro-Pop,Trap,Electronic,Remix,House,Pop",nan
Tove Lo,Talking Body,35,12.0,27.0,2015-08-14,"January 13, 2015","Electro-Pop,Synth-Pop,Pop",nan
Charlie Puth,Marvin Gaye,36,36.0,7.0,2015-08-14,"February 10, 2015",Pop,Meghan Trainor
Sam Hunt,Take Your Time,37,20.0,31.0,2015-08-14,"October 27, 2014",Country,nan
T,Nasty Freestyle,38,9.0,16.0,2015-08-14,"February 28, 2015","Memes,Rap",nan
Trey Songz,Slow Motion,39,26.0,25.0,2015-08-14,"January 20, 2015",R&;B,nan
Meek Mill,R.I.C.O.,40,40.0,5.0,2015-08-14,"June 29, 2015","Gangsta Rap,Beef,Trap,Canada,East Coast,Rap",Drake
Shawn Mendes,Stitches,41,41.0,10.0,2015-08-14,"March 15, 2015",Pop,nan
Little Big Town,Girl Crush,42,18.0,24.0,2015-08-14,"December 1, 2014","Ballad,Country,Rock",nan
Thomas Rhett,Crash And Burn,43,43.0,12.0,2015-08-14,"September 25, 2015","Pop,Country",nan
Kid Ink,Be Real,45,43.0,16.0,2015-08-14,"March 31, 2015",Rap,DeJ Loaf
Flo Rida,"I Don't Like It, I Love It",46,46.0,6.0,2015-08-14,"March 31, 2015","Pop,Rap","Robin Thicke, Verdine White"
X Ambassadors,Renegades,47,47.0,16.0,2015-08-14,"March 3, 2015","Pop,Adult Contemporary,Adult Alternative,Alternative Rock,Pop-Rock,Indie Rock,Rock",nan
Chris Janson,Buy Me A Boat,48,48.0,10.0,2015-08-14,"October 30, 2015",Country,nan
Zac Brown Band,Loving You Easy,49,49.0,10.0,2015-08-14,"May 4, 2015",Country,nan
Taylor Swift,Shake It Off,50,1.0,50.0,2015-08-14,"August 18, 2014","Dance-Pop,Pop",nan
Brantley Gilbert,One Hell Of An Amen,51,44.0,14.0,2015-08-14,"May 19, 2014","Country,Rock",nan
Eric Church,Like A Wrecking Ball,52,52.0,19.0,2015-08-14,"March 9, 2015",Country,nan
Rae Sremmurd,This Could Be Us,53,53.0,8.0,2015-08-14,"April 21, 2015",Rap,nan
5 Seconds Of Summer,She's Kinda Hot,54,22.0,2.0,2015-08-14,"July 17, 2015","Australia,Pop-Rock,Pop,Punk Rock,Rock",nan
Michael Ray,Kiss You In The Morning,55,55.0,10.0,2015-08-14,"August 7, 2015",Country,nan
Keith Urban,"John Cougar, John Deere, John 3:16",56,56.0,8.0,2015-08-14,"June 9, 2015",Country,nan
